2025-11-30 16:30:56,389 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-11-30 16:30:56,440 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-11-30 16:30:56,441 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-11-30 16:30:56,441 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-11-30 16:30:56,442 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-11-30 16:30:56,443 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-11-30 16:30:56,443 INFO  SwAddin.cs: 201 - Setting up command manager
2025-11-30 16:30:56,444 INFO  SwAddin.cs: 204 - Adding command manager
2025-11-30 16:30:56,445 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-11-30 16:30:56,447 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-11-30 16:30:56,447 INFO  SwAddin.cs: 210 - Adding event handlers
2025-11-30 16:30:56,448 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-11-30 16:48:11,536 INFO  SwAddin.cs: 294 - Assembly export called for file 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,346 INFO  SwAddin.cs: 313 - Saving assembly
2025-11-30 16:48:17,457 INFO  SwAddin.cs: 316 - Opening property manager
2025-11-30 16:48:17,468 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,472 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,472 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,473 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-11-30 16:48:17,473 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-11-30 16:48:17,475 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件4 - 副本-1
2025-11-30 16:48:17,475 INFO  ExportHelperExtension.cs: 1136 - Found 67 in 4160零件4 - 副本-1
2025-11-30 16:48:17,476 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件4 - 副本-1
2025-11-30 16:48:17,476 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件2-1
2025-11-30 16:48:17,476 INFO  ExportHelperExtension.cs: 1136 - Found 43 in 4160零件2-1
2025-11-30 16:48:17,477 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件2-1
2025-11-30 16:48:17,477 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件3-1
2025-11-30 16:48:17,477 INFO  ExportHelperExtension.cs: 1136 - Found 56 in 4160零件3-1
2025-11-30 16:48:17,477 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件3-1
2025-11-30 16:48:17,478 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件1-1
2025-11-30 16:48:17,478 INFO  ExportHelperExtension.cs: 1136 - Found 66 in 4160零件1-1
2025-11-30 16:48:17,478 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件1-1
2025-11-30 16:48:17,478 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,479 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,479 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160机械臂转urdf.SLDASM
2025-11-30 16:48:17,479 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-11-30 16:48:17,479 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-11-30 16:48:17,479 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件4 - 副本-1
2025-11-30 16:48:17,480 INFO  ExportHelperExtension.cs: 1136 - Found 67 in 4160零件4 - 副本-1
2025-11-30 16:48:17,480 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件4 - 副本-1
2025-11-30 16:48:17,480 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件2-1
2025-11-30 16:48:17,480 INFO  ExportHelperExtension.cs: 1136 - Found 43 in 4160零件2-1
2025-11-30 16:48:17,481 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件2-1
2025-11-30 16:48:17,481 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件3-1
2025-11-30 16:48:17,481 INFO  ExportHelperExtension.cs: 1136 - Found 56 in 4160零件3-1
2025-11-30 16:48:17,481 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件3-1
2025-11-30 16:48:17,482 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件1-1
2025-11-30 16:48:17,482 INFO  ExportHelperExtension.cs: 1136 - Found 66 in 4160零件1-1
2025-11-30 16:48:17,482 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件1-1
2025-11-30 16:48:17,730 INFO  SwAddin.cs: 339 - Loading config tree
2025-11-30 16:48:17,732 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-11-30 16:48:17,735 INFO  SwAddin.cs: 344 - Showing property manager
2025-11-30 17:00:20,358 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2025-11-30 17:00:20,454 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-11-30 17:04:31,272 INFO  SwAddin.cs: 294 - Assembly export called for file 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,273 INFO  SwAddin.cs: 299 - Save is required
2025-11-30 17:04:31,273 INFO  SwAddin.cs: 313 - Saving assembly
2025-11-30 17:04:31,586 INFO  SwAddin.cs: 316 - Opening property manager
2025-11-30 17:04:31,587 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,587 INFO  ExportHelperExtension.cs: 1136 - Found 41 in 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,587 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,589 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-11-30 17:04:31,589 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-11-30 17:04:31,589 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件4 - 副本-1
2025-11-30 17:04:31,589 INFO  ExportHelperExtension.cs: 1136 - Found 67 in 4160零件4 - 副本-1
2025-11-30 17:04:31,589 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件4 - 副本-1
2025-11-30 17:04:31,589 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件2-1
2025-11-30 17:04:31,590 INFO  ExportHelperExtension.cs: 1136 - Found 43 in 4160零件2-1
2025-11-30 17:04:31,590 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件2-1
2025-11-30 17:04:31,590 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件3-1
2025-11-30 17:04:31,590 INFO  ExportHelperExtension.cs: 1136 - Found 56 in 4160零件3-1
2025-11-30 17:04:31,591 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件3-1
2025-11-30 17:04:31,591 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160零件1-1
2025-11-30 17:04:31,591 INFO  ExportHelperExtension.cs: 1136 - Found 66 in 4160零件1-1
2025-11-30 17:04:31,591 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160零件1-1
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1136 - Found 41 in 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in 4160机械臂转urdf.SLDASM
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件4 - 副本-1
2025-11-30 17:04:31,592 INFO  ExportHelperExtension.cs: 1136 - Found 67 in 4160零件4 - 副本-1
2025-11-30 17:04:31,593 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件4 - 副本-1
2025-11-30 17:04:31,593 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件2-1
2025-11-30 17:04:31,593 INFO  ExportHelperExtension.cs: 1136 - Found 43 in 4160零件2-1
2025-11-30 17:04:31,593 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件2-1
2025-11-30 17:04:31,594 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件3-1
2025-11-30 17:04:31,594 INFO  ExportHelperExtension.cs: 1136 - Found 56 in 4160零件3-1
2025-11-30 17:04:31,594 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件3-1
2025-11-30 17:04:31,594 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4160零件1-1
2025-11-30 17:04:31,594 INFO  ExportHelperExtension.cs: 1136 - Found 66 in 4160零件1-1
2025-11-30 17:04:31,595 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4160零件1-1
2025-11-30 17:04:31,793 INFO  SwAddin.cs: 339 - Loading config tree
2025-11-30 17:04:31,794 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-11-30 17:04:31,794 INFO  SwAddin.cs: 344 - Showing property manager
2025-11-30 17:04:32,718 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-11-30 17:04:44,985 INFO  SwAddin.cs: 294 - Assembly export called for file 4160机械臂转urdf.SLDASM
2025-11-30 17:04:46,928 INFO  SwAddin.cs: 313 - Saving assembly
2025-11-30 17:04:47,022 INFO  SwAddin.cs: 316 - Opening property manager
2025-11-30 17:04:47,022 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4160机械臂转urdf.SLDASM
2025-11-30 17:04:47,023 INFO  ExportHelperExtension.cs: 1136 - Found 41 in 4160机械臂转urdf.SLDASM
2025-11-30 17:04:47,023 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4160机械臂转urdf.SLDASM
2025-11-30 17:04:47,023 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-11-30 17:04:47,023 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
